"Person_ID","Crash_Date","Crash_Location","Victim","Crash_Circumstances","Longitude","Latitude","Location"
"P436367","12/22/2024 01:27:00 PM","4300 W LAKE ST","PASSENGER","DRIVER STRUCK ""L"" TRACK PILLAR AT A HIGH RATE OF SPEED. ONE PASSENGER DIED.","-87.73329708","41.88600052","POINT (-87.73329708 41.88600052)"
"O1958467","11/27/2024 06:46:00 PM","1306 S CENTRAL PARK AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN CROSSING AT INTERSECTION.","-87.71550417","41.8641854","POINT (-87.71550417 41.8641854)"
"O1957342","11/25/2024 11:26:00 PM","3800 W COLUMBUS AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.71685229","41.73937943","POINT (-87.71685229 41.73937943)"
"O1953664","11/20/2024 06:59:00 PM","6001 S STATE ST","DRIVER","UNIT 1 DRIVER TRAVELING AT A HIGH RATE OF SPEED IN A STOLEN VEHICLE DISREGARDED TRAFFIC SIGNAL AND STRUCK UNITS 2 AND 3 AT INTERSECTION.","-87.62531632","41.78544814","POINT (-87.62531632 41.78544814)"
"O1953742","11/20/2024 05:57:00 PM","6700 S WESTERN AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN CROSSING AT INTERSECTION.","-87.6835884","41.77188403","POINT (-87.6835884 41.77188403)"
"P431747","11/19/2024 02:12:00 AM","7765 S VINCENNES AVE","PASSENGER","DRIVER IN A STOLEN VEHICLE TRAVELING AT A HIGH RATE OF SPEED CRASHED INTO A POLE. ONE PASSENGER DIED.","-87.63354587","41.75279331","POINT (-87.63354587 41.75279331)"
"O1950362","11/16/2024 12:00:00 AM","4230 S PULASKI RD","DRIVER","UNIT 1 AND UNIT 2 COLLIDED IN THE INTERSECTION AT A HIGH RATE OF SPEED. UNIT 2 DRIVER DIED.","-87.72402863","41.81599324","POINT (-87.72402863 41.81599324)"
"P430489","11/10/2024 03:40:00 AM","3300 W GRAND AVE","PASSENGER","UNIT 1 DISREGARDED TRAFFIC SIGNAL, SIDESWIPED UNIT 2 AT A HIGH RATE OF SPEED, AND STRUCK POLE.","-87.70932711","41.89950058","POINT (-87.70932711 41.89950058)"
"P430462","11/09/2024 03:10:00 AM","5010 S DUSABLE LAKE SHORE DR SB","PASSENGER","UNIT 1 DRIVER TRAVELED IN THE WRONG DIRECTION AND COLLIDED WITH UNIT 2, FORCING UNIT 2 INTO UNIT 3. UNIT 1 DRIVER AND ONE UNIT 2 PASSENGER DIED.","-87.58238901","41.80402196","POINT (-87.58238901 41.80402196)"
"O1946398","11/09/2024 03:10:00 AM","5010 S DUSABLE LAKE SHORE DR SB","DRIVER","UNIT 1 DRIVER TRAVELED IN THE WRONG DIRECTION AND COLLIDED WITH UNIT 2, FORCING UNIT 2 INTO UNIT 3. UNIT 1 DRIVER AND ONE UNIT 2 PASSENGER DIED.","-87.58238901","41.80402196","POINT (-87.58238901 41.80402196)"
"O1943049","11/05/2024 05:46:00 AM","200 W WACKER DR","CYCLIST","CYCLIST DISREGARDED TRAFFIC SIGNAL AND STRUCK BY AN ONCOMING VEHICLE.","-87.63404251","41.88704088","POINT (-87.63404251 41.88704088)"
"P429535","11/03/2024 01:46:00 AM","4431 N DUSABLE LAKE SHORE DRIVE NB","PASSENGER","DRIVER UNDER THE INFLUENCE STRUCK A POLE AT A HIGH RATE OF SPEED. ONE PASSENGER DIED.","-87.64627129","41.96279757","POINT (-87.64627129 41.96279757)"
"P428567","10/27/2024 10:10:00 PM","7100 S ASHLAND AVE","PASSENGER","UNIT 1, TRAVELING AT A HIGH RATE OF SPEED, STRUCK LEFT-TURNING UNIT 2. UNIT 2 PASSENGER DIED.","-87.66394018","41.76485938","POINT (-87.66394018 41.76485938)"
"O1945709","10/27/2024 04:04:00 AM","1902 S UNION AVE","CYCLIST","UNIT 1 STRUCK CYCLIST IN ROADWAY.","-87.64490666","41.85665648","POINT (-87.64490666 41.85665648)"
"P428408","10/27/2024 01:40:00 AM","4530 W 26TH ST","PASSENGER","DRIVER, UNDER THE INFLUENCE, LOST CONTROL WHILE TRAVELING AT A HIGH RATE OF SPEED AND FLIPPED THE VEHICLE. ONE PASSENGER DIED.","-87.73786356","41.84417523","POINT (-87.73786356 41.84417523)"
"O1933974","10/23/2024 12:09:00 PM","200 E GARFIELD BLVD","MOTORCYCLIST","UNIT 1, TRAVELING AT A HIGH RATE OF SPEED, DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. UNIT 2 DRIVER DIED.","-87.62076815","41.7948339","POINT (-87.62076815 41.7948339)"
"O1933628","10/22/2024 05:51:00 PM","6900 S ST LAWRENCE AVE","MOTORCYCLIST","DRIVER CRASHED INTO CONCRETE WALL WHILE EXITING SKYWAY.","-87.61066169","41.76934562","POINT (-87.61066169 41.76934562)"
"O1932132","10/20/2024 03:46:00 PM","13550 S AVENUE O","PEDESTRIAN","DRIVER, DISTRACTED BY NAVIGATION SYSTEM, STRUCK PEDESTRIAN IN THE ROADWAY.","-87.54012317","41.64845741","POINT (-87.54012317 41.64845741)"
"O1932057","10/18/2024 03:13:00 PM","1647 W CHICAGO AVE","PEDESTRIAN","UNIT 1, DRIVING IN BUS-ONLY LANE, STRUCK PEDESTRIAN CROSSING MIDBLOCK.","-87.6691961","41.89593214","POINT (-87.6691961 41.89593214)"
,"10/18/2024 01:32:00 PM","6851 S ASHLAND AVE","PEDESTRIAN","LEFT-TURNING DRIVER STRUCK PEDESTRIAN IN CROSSWALK.","-87.66389821","41.76846024","POINT (-87.66389821 41.76846024)"
"O1927282","10/14/2024 01:00:00 AM","3500 S MICHIGAN AVE","DRIVER","UNIT 1, DRIVING UNDER THE INFLUENCE, DISREGARDED TRAFFIC SIGNAL AT A HIGH RATE OF SPEED AND STRUCK UNIT 2. UNIT 2 DRIVER AND PASSENGER DIED.","-87.62340212","41.83097013","POINT (-87.62340212 41.83097013)"
"P426435","10/14/2024 01:00:00 AM","3500 S MICHIGAN AVE","PASSENGER","UNIT 1, DRIVING UNDER THE INFLUENCE, DISREGARDED TRAFFIC SIGNAL AT A HIGH RATE OF SPEED AND STRUCK UNIT 2. UNIT 2 DRIVER AND PASSENGER DIED.","-87.62340212","41.83097013","POINT (-87.62340212 41.83097013)"
"O1924793","10/10/2024 10:29:00 AM","1601 E 75TH ST","PEDESTRIAN","UNIT 1 DISREGARDED TRAFFIC SIGNAL, COLLIDED WITH UNIT 2, AND STRUCK A PEDESTRIAN IN THE CROSSWALK.","-87.58567938","41.75865822","POINT (-87.58567938 41.75865822)"
"O1921310","10/05/2024 12:11:00 AM","600 S HOMAN AVE","PEDESTRIAN","UNIT 1, TRAVELING AT A HIGH RATE OF SPEED, STRUCK PEDESTRIAN AT INTERSECTION CAUSING THEM TO LAND ON THE HOOD OF UNIT 3.","-87.71092787","41.87358175","POINT (-87.71092787 41.87358175)"
"P424406","10/01/2024 01:58:00 AM","3500 S ASHLAND AVE","PASSENGER","UNIT 1, FLEEING PRIOR INCIDENT, DISREGARDED TRAFFIC SIGNAL AND STRUCK LEFT-TURNING UNIT 2. UNIT 1 PASSENGER DIED.","-87.66571276","41.83040813","POINT (-87.66571276 41.83040813)"
"O1917364","09/29/2024 11:14:00 AM","2332 W DEVON AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN AT INTERSECTION.","-87.68872692","41.99785904","POINT (-87.68872692 41.99785904)"
"O1917216","09/29/2024 05:43:00 AM","1158 E 95TH ST","DRIVER","UNIT 2 DISREGARDED RED LIGHT AND WAS STRUCK BY UNIT 1. UNIT 2 DRIVER DIED.","-87.59485269","41.72230516","POINT (-87.59485269 41.72230516)"
"O1916598","09/28/2024 02:40:00 AM","4026 W MADISON ST","DRIVER","DRIVER  STRUCK A POLE.","-87.72678297","41.88082268","POINT (-87.72678297 41.88082268)"
"O1916430","09/27/2024 01:14:00 PM","799 N LA SALLE DR","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN CROSSING AGAINST SIGNAL IN CROSSWALK.","-87.63256168","41.8965648","POINT (-87.63256168 41.8965648)"
"O1913523","09/23/2024 10:57:00 PM","4642 W MAYPOLE AVE","DRIVER","DRIVER STRUCK A TREE AT A HIGH RATE OF SPEED AND DIED.","-87.74198658","41.88460103","POINT (-87.74198658 41.88460103)"
"O1965716","09/21/2024 03:18:00 AM","4002 S CICERO AVE","CYCLIST","DRIVER STRUCK CYCLIST AT A HIGH RATE OF SPEED.","-87.7436766","41.82194483","POINT (-87.7436766 41.82194483)"
"O1909755","09/18/2024 11:11:00 PM","6810 W DEVON AVE","DRIVER","DRIVER DROVE ON OPPOSITE SIDE OF THE ROAD, STRUCK A PARKED VEHICLE AT A HIGH RATE OF SPEED, AND DIED.","-87.79769114","41.99698472","POINT (-87.79769114 41.99698472)"
"O1906810","09/15/2024 12:49:00 AM","600 W 79TH","DRIVER","DRIVER CRASHED INTO FIXED OBJECT AND DIED.","-87.6392917","41.75082151","POINT (-87.6392917 41.75082151)"
"O1906695","09/14/2024 03:46:00 PM","4651 W MADISON ST","MOTORCYCLIST","UNIT 1 PULLED OUT FROM PARKING LANE AND MADE UTURN CRASHING WITH UNIT 2 TRAVELING STRAIGHT. UNIT 2 DRIVER DIED.","-87.74250356","41.88042013","POINT (-87.74250356 41.88042013)"
"O1903808","09/11/2024 04:56:00 AM","8622 S COMMERCIAL AVE","DRIVER","DRIVER DROVE ON OPPOSITE SIDE OF THE ROAD, STRUCK A UTILITY POLE, AND DIED.","-87.55159732","41.7384855","POINT (-87.55159732 41.7384855)"
"O1918328","09/07/2024 03:25:00 AM","6600 N LIGHTFOOT AVE","DRIVER","DRIVER DROVE ON OPPOSITE SIDE OF THE ROAD AND STRUCK A TREE AT A HIGH RATE OF SPEED.","-87.77574753","42.00164092","POINT (-87.77574753 42.00164092)"
"P420501","09/06/2024 09:46:00 PM","1000 N SACRAMENTO AVE","PASSENGER","UNIT 1 VEERED INTO ONCOMING TRAFFIC AND STRUCK UNIT 2 HEAD-ON. UNIT 2 PASSENGER DIED.","-87.7018667","41.89929886","POINT (-87.7018667 41.89929886)"
"O1896869","09/01/2024 04:18:00 AM","7855 S WESTERN AVE","MOTORCYCLIST","UNIT 1 STRUCK RIGHT-TURNING UNIT 2 AT A HIGH RATE OF SPEED. UNIT 1 DRIVER DIED.","-87.6827074","41.75031089","POINT (-87.6827074 41.75031089)"
"O1894850","08/25/2024 02:27:00 AM","1742 N HARDING AVE","PEDESTRIAN","DRIVER, FLEEING SCENE OF GUNFIRE, STRUCK PEDESTRIAN IN ROADWAY.","-87.72535185","41.91289596","POINT (-87.72535185 41.91289596)"
"O1899925","08/24/2024 08:28:00 PM","3995 W WASHINGTON BLVD","CYCLIST","DRIVER STRUCK CYCLIST AT INTERSECTION.","-87.71578224","41.88140931","POINT (-87.71578224 41.88140931)"
"P418219","08/24/2024 03:45:00 AM","823 S CICERO AVE","PASSENGER","UNIT 2 STRUCK LEFT-TURNING UNIT 1 AT A HIGH RATE OF SPEED. UNIT 2 PASSENGER DIED.","-87.74472286","41.86964151","POINT (-87.74472286 41.86964151)"
"O1889400","08/20/2024 07:15:00 PM","7401 N CLARK ST","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN CROSSWALK.","-87.67504103","42.01592334","POINT (-87.67504103 42.01592334)"
"O1886984","08/17/2024 11:50:00 PM","3301 N HARLEM AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN AT INTERSECTION.","-87.80666798","41.93990203","POINT (-87.80666798 41.93990203)"
"O1886920","08/17/2024 11:29:00 PM","1937 W HOWARD ST","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY AT A HIGH RATE OF SPEED.","-87.67913279","42.0193274","POINT (-87.67913279 42.0193274)"
"P417032","08/15/2024 06:25:00 AM","2800 N CALIFORNIA AVE","PASSENGER","DRIVER STRUCK A POLE. PASSENGER DIED.","-87.6977653","41.93212072","POINT (-87.6977653 41.93212072)"
"O1882242","08/11/2024 01:30:00 AM","3600 W 47TH ST","DRIVER","UNIT 2, SPEEDING, DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 1. UNIT 2 DRIVER DIED.","-87.71429136","41.80809777","POINT (-87.71429136 41.80809777)"
"P416345","08/10/2024 09:00:00 AM","338 E 89TH ST","PASSENGER","UNIT 1 DISREGARDED STOP SIGN AND STRUCK UNIT 2. UNIT 2 PASSENGER DIED.","-87.61612806","41.73293265","POINT (-87.61612806 41.73293265)"
"O1881453","08/10/2024 04:11:00 AM","1307 S LAKE SHORE DR NB","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY AT A HIGH RATE OF SPEED.","-87.6189831","41.86562729","POINT (-87.6189831 41.86562729)"
"O1879232","08/06/2024 08:17:00 PM","1201 S ASHLAND AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.66623562","41.86681996","POINT (-87.66623562 41.86681996)"
"O1872545","07/28/2024 04:31:00 AM","3159 W WALNUT ST","DRIVER","UNIT 1 DISREGARDED STOP SIGN AND STRUCK UNIT 2. UNIT 2 DRIVER & PASSENGER DIED.","-87.70612279","41.88528966","POINT (-87.70612279 41.88528966)"
"P414300","07/28/2024 04:31:00 AM","3159 W WALNUT ST","PASSENGER","UNIT 1 DISREGARDED STOP SIGN AND STRUCK UNIT 2. UNIT 2 DRIVER & PASSENGER DIED.","-87.70612279","41.88528966","POINT (-87.70612279 41.88528966)"
"O1872272","07/27/2024 06:28:00 PM","12600 S TORRENCE AVE","MOTORCYCLIST","DRIVER LOST CONTROL AND WAS EJECTED FROM THEIR MOTORCYCLE.","-87.55900308","41.66611299","POINT (-87.55900308 41.66611299)"
"P414105","07/27/2024 02:10:00 AM","4300 W LAKE ST","PASSENGER","UNIT 1, DRIVING RECKLESSLY, STRUCK UNIT 2. TWO UNIT 1 PASSENGERS DIED.","-87.73329708","41.88600052","POINT (-87.73329708 41.88600052)"
"P414109","07/27/2024 02:10:00 AM","4300 W LAKE ST","PASSENGER","UNIT 1, DRIVING RECKLESSLY, STRUCK UNIT 2. TWO UNIT 1 PASSENGERS DIED.","-87.73329708","41.88600052","POINT (-87.73329708 41.88600052)"
"O1871819","07/27/2024 12:50:00 AM","4500 S LAKE SHORE DR NB","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY AT A HIGH RATE OF SPEED.","-87.59301118","41.81419293","POINT (-87.59301118 41.81419293)"
"O1869075","07/23/2024 05:31:00 AM","339 E CHICAGO AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.61884851","41.89670239","POINT (-87.61884851 41.89670239)"
"O1868326","07/22/2024 12:25:00 AM","11621 S VINCENNES AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.66865259","41.68278441","POINT (-87.66865259 41.68278441)"
"O1867282","07/20/2024 04:00:00 AM","4000 W 26TH ST","DRIVER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. UNIT 1 DRIVER DIED.","-87.72461414","41.84436482","POINT (-87.72461414 41.84436482)"
"O1865776","07/17/2024 10:05:00 PM","90 E LOWER WACKER DR","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.62500726","41.88846517","POINT (-87.62500726 41.88846517)"
"P430016","07/15/2024 11:56:00 AM","2137 W 47TH ST","PASSENGER","UNIT 1, DRIVING RECKLESSLY AT A HIGH RATE OF SPEED, LOST CONTROL AND STRUCK UNIT 2. UNIT 1 PASSENGER DIED.","-87.67845684","41.80836242","POINT (-87.67845684 41.80836242)"
"P412087","07/13/2024 03:30:00 AM","6439 S NORMAL BLVD","PASSENGER","UNIT 2 ATTEMPTED TO MERGE FROM PARKING LANE AND WAS STRUCK BY UNIT 1. UNIT 1 PASSENGER DIED.","-87.63730365","41.77685599","POINT (-87.63730365 41.77685599)"
"O1862214","07/13/2024 03:24:00 AM","4312 S LAKE SHORE DR SB","DRIVER","DRIVER LOST CONTROL AND STRUCK A TREE AT A HIGH RATE OF SPEED.","-87.59506036","41.81646082","POINT (-87.59506036 41.81646082)"
"P409723","06/23/2024 03:13:00 AM","10499 S PULASKI RD","PASSENGER","LEFT-TURNING UNIT 1 DISREGARDED STOP SIGN AND COLLIDED WITH UNIT 2. UNIT 1 PASSENGER DIED.","-87.72061304","41.70227068","POINT (-87.72061304 41.70227068)"
"O1848499","06/23/2024 02:15:00 AM","300 S CENTRAL PARK BLVD","DRIVER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. UNIT 1 DRIVER DIED.","-87.71591816","41.87713222","POINT (-87.71591816 41.87713222)"
"O1846894","06/20/2024 11:58:00 PM","8300 S KEDZIE AVE","DRIVER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2 AT A HIGH RATE OF SPEED. UNIT 2 DRIVER DIED.","-87.70234438","41.74247144","POINT (-87.70234438 41.74247144)"
"O1849767","06/18/2024 03:36:00 AM","4617 S HERMITAGE AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN THE ROADWAY.","-87.66850381","41.80984816","POINT (-87.66850381 41.80984816)"
"O1852720","06/17/2024 01:45:00 AM","4535 W ROOSEVELT RD","DRIVER","UNIT 1 DROVE ON OPPOSITE SIDE OF THE ROAD ATTEMPTING TO PASS LEFT-TURNING UNIT 2. UNIT 1 DRIVER DIED.","-87.73946373","41.86585662","POINT (-87.73946373 41.86585662)"
"P407727","06/16/2024 05:00:00 AM","2600 S CALIFORNIA AVE","PASSENGER","UNIT 1 AND UNIT 2 COLLIDED AT HIGH SPEEDS IN INTERSECTION. TWO UNIT 2 PASSENGERS DIED.","-87.69535984","41.8445843","POINT (-87.69535984 41.8445843)"
"P407729","06/16/2024 05:00:00 AM","2600 S CALIFORNIA AVE","PASSENGER","UNIT 1 AND UNIT 2 COLLIDED AT HIGH SPEEDS IN INTERSECTION. TWO UNIT 2 PASSENGERS DIED.","-87.69535984","41.8445843","POINT (-87.69535984 41.8445843)"
"O1846368","06/14/2024 10:13:00 AM","3702 W DIVERSEY AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN CROSSWALK.","-87.71978389","41.93198863","POINT (-87.71978389 41.93198863)"
"P406945","06/11/2024 03:33:00 AM","10209 S VINCENNES AVE","PASSENGER","UNIT 1 ENTERED ROADWAY FROM DRIVEWAY AND REAR-ENDED UNIT 2. UNIT 1 PASSENGER DIED.","-87.65532414","41.70826332","POINT (-87.65532414 41.70826332)"
"O1835626","06/05/2024 05:26:00 PM","630 W ROSCOE ST","PEDESTRIAN","LEFT-TURNING UNIT 1 STRUCK PEDESTRIAN IN CROSSWALK.","-87.64576846","41.94378263","POINT (-87.64576846 41.94378263)"
"O1833446","06/02/2024 10:34:00 PM","6602 N SHERIDAN RD","MOTORCYCLIST","UNIT 1 MADE ILLEGAL UTURN CRASHING WITH UNIT 2 TRAVELING STRAIGHT. UNIT 2 DIED.","-87.6609356","42.00266022","POINT (-87.6609356 42.00266022)"
"O1833311","06/02/2024 05:28:00 PM","8157 S HARPER AVE","PEDESTRIAN","RIGHT-TURNING UNIT 1 STRUCK PEDESTRIAN.","-87.58692237","41.74615422","POINT (-87.58692237 41.74615422)"
"O1830999","05/30/2024 07:07:00 AM","6655 N CLARK ST","PEDESTRIAN","PEDESTRIAN ENTERED ROADWAY MIDBLOCK AND ACCOSTED VEHICLE. DRIVER STRUCK PEDESTRIAN WHILE TRYING TO LEAVE.","-87.67226281","42.003322","POINT (-87.67226281 42.003322)"
"O1827170","05/25/2024 12:00:00 PM","3248 W 87TH ST","MOTORCYCLIST","UNIT 1 FAILED TO YIELD TO ONCOMING UNIT 2 WHILE CROSSING THE STREET. UNIT 2 DRIVER DIED.","-87.70345991","41.73527482","POINT (-87.70345991 41.73527482)"
"P403780","05/24/2024 09:28:00 PM","1601 W 59TH ST","PASSENGER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNITS 2, 3, & 4. UNIT 1 PASSENGER DIED.","-87.66442202","41.78663654","POINT (-87.66442202 41.78663654)"
"O1825252","05/22/2024 11:52:00 PM","1600 W 119TH ST","DRIVER","UNIT 1 DRIVER WAS UNDER THE INFLUENCE AND CRASHED WITH UNIT 2. UNIT 2 DRIVER DIED.","-87.66138892","41.67765356","POINT (-87.66138892 41.67765356)"
"O1829420","05/21/2024 02:00:00 AM","3401 S DAMEN AVE","MOTORCYCLIST","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. UNIT 1 DRIVER DIED.","-87.67518073","41.83219014","POINT (-87.67518073 41.83219014)"
"P402726","05/18/2024 11:10:00 PM","3800 W HARRISON ST","PASSENGER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. TWO UNIT 1 PASSENGERS DIED.","-87.72040656","41.87362412","POINT (-87.72040656 41.87362412)"
"P402727","05/18/2024 11:10:00 PM","3800 W HARRISON ST","PASSENGER","UNIT 1 DISREGARDED TRAFFIC SIGNAL AND STRUCK UNIT 2. TWO UNIT 1 PASSENGERS DIED.","-87.72040656","41.87362412","POINT (-87.72040656 41.87362412)"
"O1821378","05/17/2024 11:51:00 PM","3851 S DUSABLE LAKE SHORE DRIVE NB","PEDESTRIAN","PEDESTRIAN CROSSING LSD ON FOOT WAS STRUCK BY UNIT 1.","-87.60102948","41.82668683","POINT (-87.60102948 41.82668683)"
"O1831135","05/17/2024 12:36:00 PM","2999 W HOWARD ST","PEDESTRIAN","LEFT-TURNING DRIVER STRUCK PEDESTRIAN IN CROSSWALK.","-87.7041956","42.01911821","POINT (-87.7041956 42.01911821)"
"O1819659","05/15/2024 07:13:00 PM","1322 S HALSTED ST","PEDESTRIAN","PEDESTRIAN IN ROADWAY STRUCK BY TRUCK.","-87.64699486","41.86481082","POINT (-87.64699486 41.86481082)"
"O1814681","05/09/2024 06:46:00 AM","6409 N DAMEN AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN CROSSING MIDBLOCK.","-87.67999946","41.99819918","POINT (-87.67999946 41.99819918)"
"P401054","05/08/2024 11:58:00 PM","3109 N DUSABLE LAKE SHORE DRIVE NB","PASSENGER","DRIVER WAS UNDER THE INFLUENCE AND STRUCK A POLE. PASSENGER DIED.","-87.6372895","41.93806988","POINT (-87.6372895 41.93806988)"
"O1814481","05/08/2024 04:50:00 AM","8351 S CALIFORNIA AVE","MOTORCYCLIST","UNIT 1 ACCELERATED INTO THE STREET FROM AN ALLEY AND WAS STRUCK BY UNIT 2. UNIT 1 DRIVER DIED.","-87.69225509","41.74117987","POINT (-87.69225509 41.74117987)"
"O1813570","05/07/2024 06:34:00 PM","4421 W HARRISON ST","DRIVER","DRIVER STRUCK A TREE AND DIED.","-87.73599841","41.87348607","POINT (-87.73599841 41.87348607)"
"P400412","05/05/2024 11:40:00 AM","2301 S DUSABLE LAKE SHORE DRIVE SB","PASSENGER","DRIVER JUMPED THE CURB AND HIT A TREE. ONE PASSENGER DIED.","-87.61286663","41.85110748","POINT (-87.61286663 41.85110748)"
"O1811592","05/05/2024 01:10:00 AM","2200 E 95TH ST","DRIVER","UNIT 1 DROVE ON OPPOSITE SIDE OF ROAD ATTEMPTING TO PASS LEFT-TURNING UNIT 2. UNIT 1 DRIVER DIED.","-87.57046911","41.72263897","POINT (-87.57046911 41.72263897)"
"O1802416","04/22/2024 02:40:00 AM","3033 E 106TH ST","DRIVER","UNIT 1 WAS CHASING UNIT 2. UNIT 2 CRASHED INTO A POLE. UNIT 2 DRIVER DIED","-87.5499","41.70266","POINT (-87.5499 41.70266)"
"O1802169","04/21/2024 02:07:00 AM","640 N LA SALLE DR","PEDESTRIAN","RIGHT-TURNING DRIVER STRUCK PEDESTRIAN IN CROSSWALK.","-87.63280056","41.89360787","POINT (-87.63280056 41.89360787)"
"O1797598","04/14/2024 07:13:00 PM","5501 S PULASKI RD","MOTORCYCLIST","LEFT TURNING UNIT 1 DRIVER FAILED TO YIELD TO ONCOMING MOTORCYCLIST","-87.723","41.79316","POINT (-87.723 41.79316)"
"O1794912","04/11/2024 04:05:00 AM","1701 N CENTRAL AVE","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN CROSSWALK","-87.7654","41.91128","POINT (-87.7654 41.91128)"
"O1803995","04/06/2024 05:25:00 PM","5863 N MILWAUKEE AVE","DRIVER","UNIT 1 DRIVER MADE A SUDDEN U-TURN AND STRUCK UNIT 2. UNIT 1 DRIVER DIED","-87.7792","41.98835","POINT (-87.7792 41.98835)"
"O1790930","04/04/2024 02:45:00 PM","2401 E 130TH ST","DRIVER","UNIT 1 REAR ENDED CARS AT STOPPED AT SIGNAL. U1 DRIVER DIED","-87.5655","41.65907","POINT (-87.5655 41.65907)"
"O178815","03/31/2024 11:45:00 PM","6336 S PULASKI RD","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.72287892","41.77750984","POINT (-87.72287892 41.77750984)"
"O1788087","03/31/2024 08:55:00 AM","5446 S NEWCASTLE AVE","DRIVER","UNIT 1 STRUCK A PARKED VEHICLE AND A TREE.","-87.79295878","41.79267854","POINT (-87.79295878 41.79267854)"
"O1787742","03/31/2024 01:34:00 AM","5668 S ARTESIAN AVE","PEDESTRIAN","UNIT 1, DRIVING RECKLESSLY, STRUCK PEDESTRIAN IN ROADWAY.","-87.68534087","41.79037257","POINT (-87.68534087 41.79037257)"
"O1787117","03/30/2024 03:01:00 AM","1801 N HUMBOLDT BLVD","DRIVER","DRIVER STRUCK BRIDGE SUPPORT BEAM.","-87.70183382","41.91393071","POINT (-87.70183382 41.91393071)"
"O1784869","03/26/2024 07:40:00 AM","11001 S HALSTED ST","DRIVER","UNIT 1 DRIVER REAR ENDED UNIT 2 THEN STRUCK LIGHT POLE. UNIT 1 DRIVER DIED.","-87.64228709","41.69408962","POINT (-87.64228709 41.69408962)"
"O1784834","03/26/2024 01:57:00 AM","5600 W IRVING PARK RD","MOTORCYCLIST","UNIT 1 DRIVER DISREGARDED SIGNAL AND STRUCK  UNIT 2. UNIT 1 DRIVER DIED.","-87.7670657","41.95329285","POINT (-87.7670657 41.95329285)"
"O1784237","03/21/2024 01:09:00 PM","1600 N DUSABLE LAKE SHORE DR","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY TENDING TO DISABLED VEHICLE.","-87.62616952","41.91185695","POINT (-87.62616952 41.91185695)"
"P393409","03/19/2024 11:00:00 AM","8701 S WESTERN AVE","PASSENGER","LEFT TURNING UNIT 1 DRIVER FAILED TO YIELD TO ONCOMING UNIT 2. UNIT 1 PASSENGER DIED FROM INJURIES.","-87.68236494","41.73544437","POINT (-87.68236494 41.73544437)"
"O1778331","03/15/2024 11:50:00 PM","4901 W MADISON ST","DRIVER","DRIVER STRUCK PARKED SEMI-TRUCK","-87.74795218","41.88035164","POINT (-87.74795218 41.88035164)"
"P391077","03/03/2024 07:15:00 PM","10700 S WESTERN AVE","PASSENGER","LEFT TURNING UNIT 1 DRIVER FAILED TO YIELD TO ONCOMING UNIT 2. UNIT 1 PASSENGER DIED FROM INJURIES.","-87.68153201","41.69901254","POINT (-87.68153201 41.69901254)"
"O1769749","03/03/2024 01:45:00 AM","3132 W MARQUETTE RD","PEDESTRIAN","DRIVER STRUCK PEDESTRIAN IN ROADWAY.","-87.70178584","41.7718008","POINT (-87.70178584 41.7718008)"
"O1768892","03/01/2024 04:00:00 PM","1732 W 47TH ST","DRIVER","DRIVER HAD MEDICAL EVENT AND STRUCK SIGN POST.","-87.66867355","41.80867831","POINT (-87.66867355 41.80867831)"
